Accession	Name	Description	source	Filtered Spectra	Distinct Peptides	Coverage
P13798	APEH	Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=1 SV=4	clasp_minus_rep2	5	5	31.5573770491803
P13798	APEH	Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=1 SV=4	clasp_plus_rep1	8	7	31.5573770491803
P13798	APEH	Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=1 SV=4	clasp_plus_rep2	12	10	31.5573770491803
P27695	APEX1	DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2	clasp_minus_rep1	7	6	59.748427672956
P27695	APEX1	DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2	clasp_minus_rep2	7	6	59.748427672956
P27695	APEX1	DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2	clasp_plus_rep1	7	5	59.748427672956
P27695	APEX1	DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2	clasp_plus_rep2	6	5	59.748427672956
Q9UH17	APOBEC3B	DNA dC->dU-editing enzyme APOBEC-3B OS=Homo sapiens GN=APOBEC3B PE=1 SV=1	clasp_minus_rep2	2	2	23.2984293193717
Q9UH17	APOBEC3B	DNA dC->dU-editing enzyme APOBEC-3B OS=Homo sapiens GN=APOBEC3B PE=1 SV=1	clasp_plus_rep2	2	2	23.2984293193717
P48444	ARCN1	Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1	clasp_minus_rep1	12	10	53.0332681017612
P48444	ARCN1	Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1	clasp_minus_rep2	14	12	53.0332681017612
P48444	ARCN1	Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1	clasp_plus_rep1	18	14	53.0332681017612
P48444	ARCN1	Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1	clasp_plus_rep2	16	13	53.0332681017612
P48444	ARCN1	Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1	no4SU_plus_rep2	2	2	25.440313111546
P61204	ARF1	ADP-ribosylation factor 1 OS=Homo sapiens GN=ARF1 PE=1 SV=2	clasp_minus_rep2	3	3	61.878453038674
P61204	ARF1	ADP-ribosylation factor 1 OS=Homo sapiens GN=ARF1 PE=1 SV=2	clasp_plus_rep1	4	4	61.878453038674
P61204	ARF1	ADP-ribosylation factor 1 OS=Homo sapiens GN=ARF1 PE=1 SV=2	clasp_plus_rep2	5	4	61.878453038674
P18085	ARF4	ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3	clasp_minus_rep2	2	2	53.8888888888889
P18085	ARF4	ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3	clasp_plus_rep1	3	3	53.8888888888889
P18085	ARF4	ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3	clasp_plus_rep2	4	3	53.8888888888889
Q8N6H7	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens GN=ARFGAP2 PE=1 SV=1	clasp_minus_rep1	14	10	48.7523992322457
Q8N6H7	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens GN=ARFGAP2 PE=1 SV=1	clasp_minus_rep2	11	9	48.7523992322457
Q8N6H7	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens GN=ARFGAP2 PE=1 SV=1	clasp_plus_rep1	16	12	48.7523992322457
Q8N6H7	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens GN=ARFGAP2 PE=1 SV=1	clasp_plus_rep2	17	15	48.7523992322457
Q9NP61	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens GN=ARFGAP3 PE=1 SV=1	clasp_minus_rep1	12	10	59.1085271317829
Q9NP61	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens GN=ARFGAP3 PE=1 SV=1	clasp_minus_rep2	17	15	59.1085271317829
Q9NP61	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens GN=ARFGAP3 PE=1 SV=1	clasp_plus_rep1	18	14	59.1085271317829
Q9NP61	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens GN=ARFGAP3 PE=1 SV=1	clasp_plus_rep2	21	16	59.1085271317829
Q92974	ARHGEF2	Rho guanine nucleotide exchange factor 2 OS=Homo sapiens GN=ARHGEF2 PE=1 SV=4	clasp_minus_rep1	12	11	36.105476673428
Q92974	ARHGEF2	Rho guanine nucleotide exchange factor 2 OS=Homo sapiens GN=ARHGEF2 PE=1 SV=4	clasp_minus_rep2	13	13	36.105476673428
Q92974	ARHGEF2	Rho guanine nucleotide exchange factor 2 OS=Homo sapiens GN=ARHGEF2 PE=1 SV=4	clasp_plus_rep1	13	12	36.105476673428
Q92974	ARHGEF2	Rho guanine nucleotide exchange factor 2 OS=Homo sapiens GN=ARHGEF2 PE=1 SV=4	clasp_plus_rep2	14	13	36.105476673428
Q8NFD5	ARID1B	AT-rich interactive domain-containing protein 1B OS=Homo sapiens GN=ARID1B PE=1 SV=2	clasp_minus_rep1	9	8	21.824686940966
Q8NFD5	ARID1B	AT-rich interactive domain-containing protein 1B OS=Homo sapiens GN=ARID1B PE=1 SV=2	clasp_minus_rep2	11	11	21.824686940966
Q8NFD5	ARID1B	AT-rich interactive domain-containing protein 1B OS=Homo sapiens GN=ARID1B PE=1 SV=2	clasp_plus_rep1	10	9	21.824686940966
Q8NFD5	ARID1B	AT-rich interactive domain-containing protein 1B OS=Homo sapiens GN=ARID1B PE=1 SV=2	clasp_plus_rep2	16	12	21.824686940966
P40616	ARL1	ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1 PE=1 SV=1	clasp_minus_rep1	2	2	40.3314917127072
P40616	ARL1	ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1 PE=1 SV=1	clasp_plus_rep1	2	2	40.3314917127072
P40616	ARL1	ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1 PE=1 SV=1	clasp_plus_rep2	2	2	40.3314917127072
O75915	ARL6IP5	PRA1 family protein 3 OS=Homo sapiens GN=ARL6IP5 PE=1 SV=1	clasp_minus_rep1	6	3	27.1276595744681
O75915	ARL6IP5	PRA1 family protein 3 OS=Homo sapiens GN=ARL6IP5 PE=1 SV=1	clasp_plus_rep1	5	2	27.1276595744681
O15143	ARPC1B	Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=1 SV=3	clasp_minus_rep1	6	5	27.6881720430108
O15143	ARPC1B	Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=1 SV=3	clasp_minus_rep2	6	5	27.6881720430108
O15143	ARPC1B	Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=1 SV=3	clasp_plus_rep1	8	7	27.6881720430108
O15143	ARPC1B	Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=1 SV=3	clasp_plus_rep2	6	5	27.6881720430108
Q9ULH1	ASAP1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ASAP1 PE=1 SV=4	clasp_minus_rep1	11	9	29.317980513729
Q9ULH1	ASAP1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ASAP1 PE=1 SV=4	clasp_minus_rep2	10	10	29.317980513729
Q9ULH1	ASAP1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ASAP1 PE=1 SV=4	clasp_plus_rep1	12	12	29.317980513729
Q9ULH1	ASAP1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ASAP1 PE=1 SV=4	clasp_plus_rep2	11	11	29.317980513729
P08243	ASNS	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4	clasp_minus_rep1	4	4	30.4812834224599
P08243	ASNS	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4	clasp_minus_rep2	5	5	30.4812834224599
P08243	ASNS	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4	clasp_plus_rep1	6	6	30.4812834224599
P08243	ASNS	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4	clasp_plus_rep2	6	6	30.4812834224599
P00966	ASS1	Argininosuccinate synthase OS=Homo sapiens GN=ASS1 PE=1 SV=2	clasp_minus_rep1	46	30	80.5825242718447
P00966	ASS1	Argininosuccinate synthase OS=Homo sapiens GN=ASS1 PE=1 SV=2	clasp_minus_rep2	49	29	80.5825242718447
P00966	ASS1	Argininosuccinate synthase OS=Homo sapiens GN=ASS1 PE=1 SV=2	clasp_plus_rep1	56	31	80.5825242718447
P00966	ASS1	Argininosuccinate synthase OS=Homo sapiens GN=ASS1 PE=1 SV=2	clasp_plus_rep2	54	35	80.5825242718447
P00966	ASS1	Argininosuccinate synthase OS=Homo sapiens GN=ASS1 PE=1 SV=2	no4SU_minus_rep1	4	4	80.8252427184466
P00966	ASS1	Argininosuccinate synthase OS=Homo sapiens GN=ASS1 PE=1 SV=2	no4SU_minus_rep2	4	4	44.6601941747573
P00966	ASS1	Argininosuccinate synthase OS=Homo sapiens GN=ASS1 PE=1 SV=2	no4SU_plus_rep2	6	4	44.6601941747573
Q6PL18	ATAD2	ATPase family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1	clasp_minus_rep1	3	3	23.3812949640288
Q6PL18	ATAD2	ATPase family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1	clasp_minus_rep2	4	4	23.3812949640288
Q6PL18	ATAD2	ATPase family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1	clasp_plus_rep1	3	3	23.3812949640288
Q6PL18	ATAD2	ATPase family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1	clasp_plus_rep2	8	8	23.3812949640288
P31939	ATIC	Bifunctional purine biosynthesis protein PURH OS=Homo sapiens GN=ATIC PE=1 SV=3	clasp_minus_rep2	6	6	29.7297297297297
P31939	ATIC	Bifunctional purine biosynthesis protein PURH OS=Homo sapiens GN=ATIC PE=1 SV=3	clasp_plus_rep1	3	3	29.7297297297297
P31939	ATIC	Bifunctional purine biosynthesis protein PURH OS=Homo sapiens GN=ATIC PE=1 SV=3	clasp_plus_rep2	3	3	29.7297297297297
P05023	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1	clasp_minus_rep1	10	9	34.5063538611926
P05023	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1	clasp_minus_rep2	13	12	34.5063538611926
P05023	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1	clasp_plus_rep1	22	20	34.5063538611926
P05023	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1	clasp_plus_rep2	25	19	34.5063538611926
P16615	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 PE=1 SV=1	clasp_minus_rep1	10	9	26.1996161228407
P16615	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 PE=1 SV=1	clasp_minus_rep2	9	7	26.1996161228407
P16615	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 PE=1 SV=1	clasp_plus_rep1	10	10	26.1996161228407
P16615	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 PE=1 SV=1	clasp_plus_rep2	10	9	26.1996161228407
P25705	ATP5A1	ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1	clasp_minus_rep1	6	6	29.8372513562387
P25705	ATP5A1	ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1	clasp_minus_rep2	6	6	29.8372513562387
P25705	ATP5A1	ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1	clasp_plus_rep1	7	7	29.8372513562387
P25705	ATP5A1	ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1	clasp_plus_rep2	6	5	29.8372513562387
Q99700	ATXN2	Ataxin-2 OS=Homo sapiens GN=ATXN2 PE=1 SV=2	clasp_minus_rep1	8	7	27.4942878903275
Q99700	ATXN2	Ataxin-2 OS=Homo sapiens GN=ATXN2 PE=1 SV=2	clasp_minus_rep2	10	8	27.4942878903275
Q99700	ATXN2	Ataxin-2 OS=Homo sapiens GN=ATXN2 PE=1 SV=2	clasp_plus_rep1	10	7	27.4942878903275
Q99700	ATXN2	Ataxin-2 OS=Homo sapiens GN=ATXN2 PE=1 SV=2	clasp_plus_rep2	19	15	27.4942878903275
Q8WWM7	ATXN2L	Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2	clasp_minus_rep1	11	10	33.6744186046512
Q8WWM7	ATXN2L	Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2	clasp_minus_rep2	7	7	33.6744186046512
Q8WWM7	ATXN2L	Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2	clasp_plus_rep1	10	9	33.6744186046512
Q8WWM7	ATXN2L	Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2	clasp_plus_rep2	16	14	33.6744186046512
Q9UIG0	BAZ1B	Tyrosine-protein kinase BAZ1B OS=Homo sapiens GN=BAZ1B PE=1 SV=2	clasp_minus_rep1	8	8	31.8948078219825
Q9UIG0	BAZ1B	Tyrosine-protein kinase BAZ1B OS=Homo sapiens GN=BAZ1B PE=1 SV=2	clasp_minus_rep2	4	4	31.8948078219825
Q9UIG0	BAZ1B	Tyrosine-protein kinase BAZ1B OS=Homo sapiens GN=BAZ1B PE=1 SV=2	clasp_plus_rep1	9	8	31.8948078219825
Q9UIG0	BAZ1B	Tyrosine-protein kinase BAZ1B OS=Homo sapiens GN=BAZ1B PE=1 SV=2	clasp_plus_rep2	11	11	31.8948078219825
Q9NYF8	BCLAF1	Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=2	clasp_minus_rep1	33	26	48.804347826087
Q9NYF8	BCLAF1	Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=2	clasp_minus_rep2	34	26	48.804347826087
Q9NYF8	BCLAF1	Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=2	clasp_plus_rep1	46	32	48.804347826087
Q9NYF8	BCLAF1	Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=2	clasp_plus_rep2	47	34	48.804347826087
Q14692	BMS1	Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens GN=BMS1 PE=1 SV=1	clasp_minus_rep1	7	7	31.6692667706708
Q14692	BMS1	Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens GN=BMS1 PE=1 SV=1	clasp_minus_rep2	5	5	31.6692667706708
Q14692	BMS1	Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens GN=BMS1 PE=1 SV=1	clasp_plus_rep1	7	7	31.6692667706708
Q14692	BMS1	Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens GN=BMS1 PE=1 SV=1	clasp_plus_rep2	14	14	31.6692667706708
Q14137	BOP1	Ribosome biogenesis protein BOP1 OS=Homo sapiens GN=BOP1 PE=1 SV=2	clasp_minus_rep1	12	10	41.2868632707775
Q14137	BOP1	Ribosome biogenesis protein BOP1 OS=Homo sapiens GN=BOP1 PE=1 SV=2	clasp_minus_rep2	11	9	41.2868632707775
Q14137	BOP1	Ribosome biogenesis protein BOP1 OS=Homo sapiens GN=BOP1 PE=1 SV=2	clasp_plus_rep1	16	13	41.2868632707775
Q14137	BOP1	Ribosome biogenesis protein BOP1 OS=Homo sapiens GN=BOP1 PE=1 SV=2	clasp_plus_rep2	15	12	41.2868632707775
Q8TDN6	BRIX1	Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens GN=BRIX1 PE=1 SV=2	clasp_minus_rep1	8	8	52.6912181303116
Q8TDN6	BRIX1	Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens GN=BRIX1 PE=1 SV=2	clasp_minus_rep2	9	9	52.6912181303116
Q8TDN6	BRIX1	Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens GN=BRIX1 PE=1 SV=2	clasp_plus_rep1	13	11	52.6912181303116
Q8TDN6	BRIX1	Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens GN=BRIX1 PE=1 SV=2	clasp_plus_rep2	15	12	52.6912181303116
O43684	BUB3	Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	clasp_minus_rep1	7	5	51.5243902439024
O43684	BUB3	Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	clasp_minus_rep2	7	7	51.5243902439024
O43684	BUB3	Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	clasp_plus_rep1	8	8	51.5243902439024
O43684	BUB3	Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	clasp_plus_rep2	12	8	51.5243902439024
Q9BRD0	BUD13	BUD13 homolog OS=Homo sapiens GN=BUD13 PE=1 SV=1	clasp_minus_rep1	4	4	21.9709208400646
Q9BRD0	BUD13	BUD13 homolog OS=Homo sapiens GN=BUD13 PE=1 SV=1	clasp_minus_rep2	3	3	21.9709208400646
Q9BRD0	BUD13	BUD13 homolog OS=Homo sapiens GN=BUD13 PE=1 SV=1	clasp_plus_rep1	4	4	21.9709208400646
Q9BRD0	BUD13	BUD13 homolog OS=Homo sapiens GN=BUD13 PE=1 SV=1	clasp_plus_rep2	2	2	21.9709208400646
P27708	CAD	CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3	clasp_minus_rep1	5	5	32.5842696629214
P27708	CAD	CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3	clasp_minus_rep2	9	9	32.5842696629214
P27708	CAD	CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3	clasp_plus_rep1	6	6	32.5842696629214
P27708	CAD	CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3	clasp_plus_rep2	11	11	32.5842696629214
Q01518	CAP1	Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5	clasp_minus_rep1	9	7	50.9473684210526
Q01518	CAP1	Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5	clasp_minus_rep2	12	10	50.9473684210526
Q01518	CAP1	Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5	clasp_plus_rep1	8	7	50.9473684210526
Q01518	CAP1	Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5	clasp_plus_rep2	5	5	50.9473684210526
P40123	CAP2	Adenylyl cyclase-associated protein 2 OS=Homo sapiens GN=CAP2 PE=1 SV=1	clasp_minus_rep1	2	2	25.5765199161426
P40123	CAP2	Adenylyl cyclase-associated protein 2 OS=Homo sapiens GN=CAP2 PE=1 SV=1	clasp_minus_rep2	2	2	25.5765199161426
P40123	CAP2	Adenylyl cyclase-associated protein 2 OS=Homo sapiens GN=CAP2 PE=1 SV=1	clasp_plus_rep1	6	6	25.5765199161426
P40123	CAP2	Adenylyl cyclase-associated protein 2 OS=Homo sapiens GN=CAP2 PE=1 SV=1	clasp_plus_rep2	3	2	25.5765199161426
P47756	CAPZB	F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4	clasp_plus_rep2	4	4	27.7978339350181
Q5T0F9	CC2D1B	Coiled-coil and C2 domain-containing protein 1B OS=Homo sapiens GN=CC2D1B PE=1 SV=1	clasp_minus_rep1	4	4	26.3403263403263
Q5T0F9	CC2D1B	Coiled-coil and C2 domain-containing protein 1B OS=Homo sapiens GN=CC2D1B PE=1 SV=1	clasp_minus_rep2	5	5	26.3403263403263
Q5T0F9	CC2D1B	Coiled-coil and C2 domain-containing protein 1B OS=Homo sapiens GN=CC2D1B PE=1 SV=1	clasp_plus_rep1	11	9	26.3403263403263
Q5T0F9	CC2D1B	Coiled-coil and C2 domain-containing protein 1B OS=Homo sapiens GN=CC2D1B PE=1 SV=1	clasp_plus_rep2	9	7	26.3403263403263
Q8IX12	CCAR1	Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens GN=CCAR1 PE=1 SV=2	clasp_minus_rep1	9	9	34.0869565217391
Q8IX12	CCAR1	Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens GN=CCAR1 PE=1 SV=2	clasp_minus_rep2	14	14	34.0869565217391
Q8IX12	CCAR1	Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens GN=CCAR1 PE=1 SV=2	clasp_plus_rep1	14	13	34.0869565217391
Q8IX12	CCAR1	Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens GN=CCAR1 PE=1 SV=2	clasp_plus_rep2	23	18	34.0869565217391
O60563	CCNT1	Cyclin-T1 OS=Homo sapiens GN=CCNT1 PE=1 SV=1	clasp_minus_rep1	2	2	22.0385674931129
O60563	CCNT1	Cyclin-T1 OS=Homo sapiens GN=CCNT1 PE=1 SV=1	clasp_minus_rep2	7	7	22.0385674931129
O60563	CCNT1	Cyclin-T1 OS=Homo sapiens GN=CCNT1 PE=1 SV=1	clasp_plus_rep1	5	4	22.0385674931129
O60563	CCNT1	Cyclin-T1 OS=Homo sapiens GN=CCNT1 PE=1 SV=1	clasp_plus_rep2	7	6	22.0385674931129
P50991	CCT4	T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	clasp_minus_rep1	2	2	32.2820037105751
P50991	CCT4	T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	clasp_plus_rep1	3	3	32.2820037105751
P50991	CCT4	T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	clasp_plus_rep2	4	4	32.2820037105751
P40227	CCT6A	T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3	clasp_minus_rep2	4	4	22.0338983050847
P40227	CCT6A	T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3	clasp_plus_rep1	2	2	22.0338983050847
P40227	CCT6A	T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3	clasp_plus_rep2	2	2	22.0338983050847
Q99832	CCT7	T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2	clasp_minus_rep1	6	5	50.6445672191529
Q99832	CCT7	T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2	clasp_minus_rep2	7	6	50.6445672191529
Q99832	CCT7	T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2	clasp_plus_rep1	8	8	50.6445672191529
Q99832	CCT7	T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2	clasp_plus_rep2	8	8	50.6445672191529
Q12834	CDC20	Cell division cycle protein 20 homolog OS=Homo sapiens GN=CDC20 PE=1 SV=2	clasp_minus_rep2	2	2	21.0420841683367
Q12834	CDC20	Cell division cycle protein 20 homolog OS=Homo sapiens GN=CDC20 PE=1 SV=2	clasp_plus_rep2	2	2	21.0420841683367
P60953	CDC42	Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	clasp_minus_rep1	11	6	48.1675392670157
P60953	CDC42	Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	clasp_minus_rep2	12	7	48.1675392670157
P60953	CDC42	Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	clasp_plus_rep1	9	6	48.1675392670157
P60953	CDC42	Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	clasp_plus_rep2	11	5	48.1675392670157
P60953	CDC42	Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	no4SU_minus_rep2	2	2	25.130890052356
P60953	CDC42	Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	no4SU_plus_rep2	2	2	25.130890052356
Q99459	CDC5L	Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2	clasp_minus_rep1	12	11	52.9925187032419
Q99459	CDC5L	Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2	clasp_minus_rep2	7	7	52.9925187032419
Q99459	CDC5L	Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2	clasp_plus_rep1	20	17	52.9925187032419
Q99459	CDC5L	Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2	clasp_plus_rep2	21	18	52.9925187032419
Q6P1J9	CDC73	Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1	clasp_minus_rep1	9	8	37.2881355932203
Q6P1J9	CDC73	Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1	clasp_minus_rep2	5	5	37.2881355932203
Q6P1J9	CDC73	Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1	clasp_plus_rep1	9	8	37.2881355932203
Q6P1J9	CDC73	Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1	clasp_plus_rep2	7	7	37.2881355932203
Q9NYV4	CDK12	Cyclin-dependent kinase 12 OS=Homo sapiens GN=CDK12 PE=1 SV=2	clasp_minus_rep1	6	6	30
Q9NYV4	CDK12	Cyclin-dependent kinase 12 OS=Homo sapiens GN=CDK12 PE=1 SV=2	clasp_minus_rep2	6	6	30
Q9NYV4	CDK12	Cyclin-dependent kinase 12 OS=Homo sapiens GN=CDK12 PE=1 SV=2	clasp_plus_rep1	7	7	30
Q9NYV4	CDK12	Cyclin-dependent kinase 12 OS=Homo sapiens GN=CDK12 PE=1 SV=2	clasp_plus_rep2	8	8	30
Q03701	CEBPZ	CCAAT/enhancer-binding protein zeta OS=Homo sapiens GN=CEBPZ PE=1 SV=3	clasp_minus_rep1	10	10	33.3017077798862
Q03701	CEBPZ	CCAAT/enhancer-binding protein zeta OS=Homo sapiens GN=CEBPZ PE=1 SV=3	clasp_minus_rep2	9	9	33.3017077798862
Q03701	CEBPZ	CCAAT/enhancer-binding protein zeta OS=Homo sapiens GN=CEBPZ PE=1 SV=3	clasp_plus_rep1	9	9	33.3017077798862
Q03701	CEBPZ	CCAAT/enhancer-binding protein zeta OS=Homo sapiens GN=CEBPZ PE=1 SV=3	clasp_plus_rep2	15	15	33.3017077798862
Q5SW79	CEP170	Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170 PE=1 SV=1	clasp_minus_rep1	12	12	49.0530303030303
